"Tabela 4714 - População Residente, Área territorial e Densidade demográfica - Ranking descendente"
"Variável - Densidade demográfica (Habitante por quilômetro quadrado)"
"576","5200050","Abadia de Goiás (GO)","133.43"
"577","4313375","Nova Santa Rita (RS)","133.04"
"578","2515971","Sobrado (PB)","132.94"
"579","4104303","Campo Mourão (PR)","132.64"
"580","4206009","Governador Celso Ramos (SC)","132.61"
"581","3524808","Jales (SP)","132.34"
"582","4304804","Carlos Barbosa (RS)","132.23"
"583","2508901","Mamanguape (PB)","132.17"
"584","4108403","Francisco Beltrão (PR)","131.50"
"585","3534302","Orlândia (SP)","131.34"
"586","3555406","Ubatuba (SP)","131.31"
"587","3527108","Lins (SP)","131.18"
"588","2513901","São Bento (PB)","131.12"
"589","2600708","Aliança (PE)","131.03"
"590","3506359","Bertioga (SP)","130.58"
"591","2511707","Pilõezinhos (PB)","130.27"
"592","3515509","Fernandópolis (SP)","129.48"
"593","2702603","Feira Grande (AL)","129.11"
"594","4209409","Laguna (SC)","128.38"
"595","3302254","Itatiaia (RJ)","128.23"
"596","3205069","Venda Nova do Imigrante (ES)","128.19"
"597","2310209","Paracuru (CE)","127.91"
"598","2414803","Vera Cruz (RN)","127.60"
"599","2507903","Juripiranga (PB)","127.21"
"600","2709152","Teotônio Vilela (AL)","127.17"
"601","3502903","Araçoiaba da Serra (SP)","127.08"
"602","1508209","Vigia (PA)","126.58"
"603","4217006","São Ludgero (SC)","126.53"
"604","2908200","Conceição da Feira (BA)","126.22"
"605","3534609","Osvaldo Cruz (SP)","126.08"
"606","2507101","Itapororoca (PB)","126.07"
"607","2408003","Mossoró (RN)","126.03"
"608","3505807","Bastos (SP)","125.81"
"609","3105301","Bandeira do Sul (MG)","125.74"
"610","4127700","Toledo (PR)","125.60"
"611","3140704","Mateus Leme (MG)","125.56"
"612","4208450","Itapoá (SC)","125.31"
"613","2601904","Bezerros (PE)","125.23"
"614","2509339","Matinhas (PB)","125.16"
"615","2606101","Glória do Goitá (PE)","125.04"
"616","4209003","Joaçaba (SC)","124.76"
"617","2700508","Barra de Santo Antônio (AL)","124.58"
"618","2931350","Teixeira de Freitas (BA)","124.58"
"619","3549706","São José do Rio Pardo (SP)","124.39"
"620","4210407","Maracajá (SC)","124.24"
"621","2709103","Taquarana (AL)","123.71"
"622","2515807","Serra Redonda (PB)","123.70"
"623","3143906","Muriaé (MG)","123.69"
"624","2408300","Nova Cruz (RN)","123.42"
"625","2301901","Barbalha (CE)","123.38"
"626","2511905","Pitimbu (PB)","123.35"
"627","2500502","Alagoinha (PB)","123.25"
"628","2505808","Duas Estradas (PB)","123.17"
"629","4310207","Ijuí (RS)","123.05"
"630","4308508","Frederico Westphalen (RS)","123.04"
"631","2601706","Belo Jardim (PE)","122.80"
"632","3152105","Ponte Nova (MG)","122.76"
"633","2407252","Major Sales (RN)","122.74"
"634","3304300","Rio Bonito (RJ)","122.48"
"635","2611408","Primavera (PE)","122.31"
"636","2307254","Jijoca de Jericoacoara (CE)","122.26"
"637","2800506","Areia Branca (SE)","122.06"
"638","2702009","Coité do Nóia (AL)","121.79"
"639","4217402","Schroeder (SC)","121.41"
"640","2402204","Canguaretama (RN)","120.85"
"641","3110608","Cambuí (MG)","120.77"
"642","2800670","Boquim (SE)","119.92"
"643","3301009","Campos dos Goytacazes (RJ)","119.91"
"644","4302402","Bom Retiro do Sul (RS)","119.89"
"645","3156304","Rodeiro (MG)","119.22"
"646","2511509","Pilar (PB)","119.17"
"647","2600302","Agrestina (PE)","118.68"
"648","2512507","Queimadas (PB)","118.33"
"649","3549409","São Joaquim da Barra (SP)","118.19"
"650","2500601","Alhandra (PB)","118.11"
"651","3503604","Areiópolis (SP)","117.92"
"652","3304201","Resende (RJ)","117.90"
"653","4321204","Taquara (RS)","117.64"
"654","2607950","Jaqueira (PE)","117.50"
"655","3535101","Palmares Paulista (SP)","117.50"
"656","2409407","Pau dos Ferros (RN)","117.25"
"657","2108504","Pindaré-Mirim (MA)","117.15"
"658","2512762","Riachão do Poço (PB)","117.10"
"659","4201307","Araquari (SC)","117.10"
"660","3137205","Lagoa da Prata (MG)","116.85"
"661","3300159","Aperibé (RJ)","116.71"
"662","2512754","Riachão do Bacamarte (PB)","116.43"
"663","2804102","Moita Bonita (SE)","115.81"
"664","2511806","Pirpirituba (PB)","115.78"
"665","2611804","Ribeirão (PE)","115.71"
"666","2616308","Vicência (PE)","115.60"
"667","3143302","Montes Claros (MG)","115.39"
"668","3518305","Guararema (SP)","115.34"
"669","2304202","Crato (CE)","115.14"
"670","3159605","Santa Rita do Sapucaí (MG)","115.12"
"671","3201100","Bom Jesus do Norte (ES)","115.10"
"672","2607653","Itambé (PE)","114.92"
"673","2516003","Solânea (PB)","114.89"
"674","2611309","Pombos (PE)","114.88"
"675","2401206","Arez (RN)","114.82"
"676","4112108","Jandaia do Sul (PR)","114.12"
"677","2933307","Vitória da Conquista (BA)","113.97"
"678","1502202","Capanema (PA)","113.27"
"679","2928604","Santo Amaro (BA)","113.27"
"680","2706208","Palestina (AL)","113.25"
"681","4317509","Santo Ângelo (RS)","113.22"
"682","2803906","Malhador (SE)","113.19"
"683","2406908","Lucrécia (RN)","112.83"
"684","2907509","Catu (BA)","112.77"
"685","3139508","Manhumirim (MG)","112.70"
"686","2913606","Ilhéus (BA)","112.46"
"687","2503704","Cajazeiras (PB)","112.38"
"688","2302107","Baturité (CE)","112.13"
"689","3302601","Mangaratiba (RJ)","112.13"
"690","2604155","Casinhas (PE)","111.91"
"691","2508554","Logradouro (PB)","111.88"
"692","2616209","Vertentes (PE)","111.85"
"693","3112505","Capim Branco (MG)","111.85"
"694","4308201","Flores da Cunha (RS)","111.83"
"695","3506102","Bebedouro (SP)","111.79"
"696","2805901","Riachuelo (SE)","111.71"
"697","2310258","Paraipaba (CE)","111.39"
"698","5002704","Campo Grande (MS)","111.11"
"699","2603108","Cachoeirinha (PE)","111.01"
"700","4309555","Harmonia (RS)","110.76"
"701","3519303","Ibaté (SP)","110.59"
"702","2708709","São Miguel dos Milagres (AL)","110.54"
"703","4320701","Sobradinho (RS)","110.43"
"704","2614857","Tamandaré (PE)","110.23"
"705","2506905","Itabaiana (PB)","110.09"
"706","2705705","Olho d'Água das Flores (AL)","109.95"
"707","3127701","Governador Valadares (MG)","109.79"
"708","2701001","Boca da Mata (AL)","109.78"
"709","2311603","Redenção (CE)","109.74"
"710","4104204","Campo Largo (PR)","109.63"
"711","3508603","Cachoeira Paulista (SP)","109.60"
"712","4104253","Campo Magro (PR)","109.53"
"713","3510153","Canitar (SP)","109.35"
"714","4114203","Mandaguari (PR)","109.33"
"715","2402600","Ceará-Mirim (RN)","109.15"
"716","2407807","Monte Alegre (RN)","109.02"
"717","4219705","Xaxim (SC)","108.70"
"718","2608206","Joaquim Nabuco (PE)","108.24"
"719","2109908","Santa Inês (MA)","108.07"
"720","2703601","Japaratinga (AL)","108.01"
"721","2300150","Acarape (CE)","107.90"
"722","2309102","Mulungu (CE)","107.90"
"723","2306306","Itapajé (CE)","107.42"
"724","4107207","Dois Vizinhos (PR)","107.18"
"725","2700607","Barra de São Miguel (AL)","106.99"
"726","4114104","Mandaguaçu (PR)","106.99"
"727","3513108","Cravinhos (SP)","106.87"
"728","3300225","Areal (RJ)","106.82"
"729","2929008","São Félix (BA)","106.81"
"730","4216206","São Francisco do Sul (SC)","106.79"
"731","4202073","Balneário Gaivota (SC)","106.71"
"732","2600104","Afogados da Ingazeira (PE)","106.54"
"733","3133105","Itanhandu (MG)","106.28"
"734","2708006","Santana do Ipanema (AL)","105.97"
"735","3202454","Ibatiba (ES)","105.63"
"736","3540200","Pontal (SP)","105.53"
"737","2804300","Muribeca (SE)","105.26"
"738","2406601","Lagoa Salgada (RN)","105.13"
"739","2803500","Lagarto (SE)","104.84"
"740","2616506","Xexéu (PE)","104.78"
"741","2914505","Irará (BA)","104.68"
"742","2511608","Pilões (PB)","103.93"
"743","4320404","Serafina Corrêa (RS)","103.86"
"744","4312153","Mato Leitão (RS)","103.83"
"745","2408201","Nísia Floresta (RN)","103.80"
"746","3551900","Severínia (SP)","103.77"
"747","5205406","Ceres (GO)","103.47"
"748","2601300","Barra de Guabiraba (PE)","103.36"
"749","4320909","Tapejara (RS)","103.15"
"750","2507606","Juarez Távora (PB)","103.02"
"751","2503803","Caldas Brandão (PB)","102.80"
"752","2701407","Campo Alegre (AL)","102.66"
"753","2616183","Vertente do Lério (PE)","102.65"
"754","2615607","Trindade (PE)","102.52"
"755","2907905","Cipó (BA)","102.36"
"756","3515186","Espírito Santo do Pinhal (SP)","102.29"
"757","4204301","Concórdia (SC)","102.16"
"758","3121258","Delta (MG)","102.10"
"759","2925204","Pojuca (BA)","102.04"
"760","3540903","Pradópolis (SP)","102.03"
"761","3555000","Tupã (SP)","101.80"
"762","1506500","Santa Izabel do Pará (PA)","101.75"
"763","2607802","Itaquitinga (PE)","101.72"
"764","3524303","Jaboticabal (SP)","101.64"
"765","2110500","São Bento (MA)","101.52"
"766","3540606","Porto Feliz (SP)","101.48"
"767","2806800","São Domingos (SE)","101.25"
"768","3151206","Pirapora (MG)","101.19"
"769","3539301","Pirassununga (SP)","101.15"
"770","2701357","Campestre (AL)","101.12"
"771","2313955","Varjota (CE)","101.01"
"772","2615508","Tracunhaém (PE)","100.98"
"773","2708808","São Sebastião (AL)","100.93"
"774","3520400","Ilhabela (SP)","100.85"
"775","4319356","São Pedro da Serra (RS)","100.78"
"776","2612471","Santa Cruz da Baixa Verde (PE)","100.64"
"777","2802106","Estância (SE)","100.53"
"778","2614204","Sirinhaém (PE)","100.44"
"779","4206702","Herval d'Oeste (SC)","100.30"
"780","3305158","São José do Vale do Rio Preto (RJ)","100.28"
"781","2705101","Matriz de Camaragibe (AL)","100.19"
"782","3511607","Cesário Lange (SP)","100.05"
"783","4209508","Laurentino (SC)","99.98"
"784","2308203","Meruoca (CE)","99.95"
"785","3106903","Bicas (MG)","99.78"
"786","3301306","Casimiro de Abreu (RJ)","99.61"
"787","2927309","Salinas da Margarida (BA)","99.54"
"788","2309805","Pacoti (CE)","99.49"
"789","3159357","Santa Rita de Minas (MG)","99.38"
"790","2604809","Cortês (PE)","99.15"
"791","3111200","Campo Belo (MG)","98.97"
"792","2112209","Timon (MA)","98.95"
"793","4215109","Rodeio (SC)","98.89"
"794","4313300","Nova Prata (RS)","98.84"
"795","2305506","Iguatu (CE)","98.83"
"796","3538204","Pinhalzinho (SP)","98.52"
"797","1500107","Abaetetuba (PA)","98.21"
"798","2312908","Sobral (CE)","98.15"
"799","3131901","Itabirito (MG)","98.09"
"800","4105508","Cianorte (PR)","97.98"
"801","3507506","Botucatu (SP)","97.90"
"802","2603207","Caetés (PE)","97.74"
"803","3546306","Santa Cruz das Palmeiras (SP)","97.73"
"804","2515609","Serra da Raiz (PB)","97.67"
"805","3522901","Itapuí (SP)","97.55"
"806","2512705","Remígio (PB)","97.49"
"807","2503506","Cacimba de Dentro (PB)","97.32"
"808","2932200","Ubaitaba (BA)","97.16"
"809","2922508","Nazaré (BA)","97.12"
"810","2613107","São Caitano (PE)","97.07"
"811","1501303","Barcarena (PA)","96.65"
"812","4111258","Itaperuçu (PR)","96.65"
"813","2704005","Junqueiro (AL)","96.51"
"814","2704500","Maragogi (AL)","96.28"
"815","3104007","Araxá (MG)","95.95"
"816","2509156","Marizópolis (PB)","95.85"
"817","3137809","Lambari (MG)","95.79"
"818","2608255","Jucati (PE)","95.56"
"819","4203907","Capinzal (SC)","95.53"
"820","4212650","Pescaria Brava (SC)","95.36"
"821","2602308","Bonito (PE)","95.31"
"822","2501534","Baraúna (PB)","95.18"
"823","2304954","Guaiúba (CE)","95.00"
"824","4128104","Umuarama (PR)","94.85"
"825","4321907","Três Passos (RS)","94.59"
"826","2930105","Senhor do Bonfim (BA)","94.41"
"827","3303856","Paty do Alferes (RJ)","94.23"
"828","3556107","Valentim Gentil (SP)","94.15"
"829","2516706","Teixeira (PB)","94.12"
"830","3124104","Esmeraldas (MG)","94.09"
"831","3133758","Itaú de Minas (MG)","93.90"
"832","2912103","Ibicaraí (BA)","93.81"
"833","2301406","Aratuba (CE)","93.72"
"834","2508208","Lagoa de Dentro (PB)","93.63"
"835","3506607","Biritiba Mirim (SP)","93.52"
"836","3532009","Morungaba (SP)","93.49"
"837","2300606","Altaneira (CE)","93.32"
"838","3168804","Tiradentes (MG)","93.25"
"839","3514403","Dracena (SP)","93.24"
"840","3106002","Bela Vista de Minas (MG)","93.15"
"841","3554508","Tietê (SP)","93.13"
"842","3169000","Tocantins (MG)","93.09"
"843","3101607","Alfenas (MG)","92.86"
"844","4301057","Arroio do Sal (RS)","92.79"
"845","4304705","Carazinho (RS)","92.70"
"846","3509957","Canas (SP)","92.58"
"847","3160959","São Domingos das Dores (MG)","92.43"
"848","2516201","Sousa (PB)","92.33"
"849","3153608","Prudente de Morais (MG)","92.33"
"850","3302908","Miguel Pereira (RJ)","92.32"
"851","2613206","São João (PE)","92.21"
"852","2608404","Jurema (PE)","92.06"
"853","3302205","Itaperuna (RJ)","91.30"
"854","2929107","São Felipe (BA)","91.20"
"855","3169307","Três Corações (MG)","91.16"
"856","2702355","Craíbas (AL)","91.07"
"857","2603306","Calçado (PE)","90.97"
"858","2932309","Ubatã (BA)","90.60"
"859","2806107","Rosário do Catete (SE)","90.52"
"860","3507803","Brodowski (SP)","90.50"
"861","2501500","Bananeiras (PB)","90.49"
"862","3105400","Barão de Cocais (MG)","90.49"
"863","4124053","Santa Terezinha de Itaipu (PR)","90.44"
"864","3131703","Itabira (MG)","90.41"
"865","3525102","Jardinópolis (SP)","90.23"
"866","2801009","Campo do Brito (SE)","90.06"
"867","3140803","Matias Barbosa (MG)","89.90"
"868","2501401","Baía da Traição (PB)","89.77"
"869","2313401","Tianguá (CE)","89.58"
"870","3552106","Socorro (SP)","89.35"
"871","4322608","Venâncio Aires (RS)","89.00"
"872","3104601","Astolfo Dutra (MG)","88.98"
"873","2504900","Cruz do Espírito Santo (PB)","88.80"
"874","4104006","Campina Grande do Sul (PR)","88.69"
"875","3303005","Miracema (RJ)","88.64"
"876","2304251","Cruz (CE)","88.60"
"877","4313904","Panambi (RS)","88.52"
"878","3113305","Carangola (MG)","88.40"
"879","3511706","Charqueada (SP)","88.34"
"880","2406502","Lagoa Nova (RN)","88.33"
"881","3522307","Itapetininga (SP)","88.18"
"882","2613305","São Joaquim do Monte (PE)","88.12"
"883","3164704","São Sebastião do Paraíso (MG)","88.10"
"884","2312601","São Luís do Curu (CE)","88.08"
"885","4114807","Marialva (PR)","88.00"
"886","2611903","Rio Formoso (PE)","87.97"
"887","3553708","Taquaritinga (SP)","87.93"
"888","3301801","Engenheiro Paulo de Frontin (RJ)","87.83"
"889","3514908","Elias Fausto (SP)","87.46"
"890","2504033","Capim (PB)","87.26"
"891","3553005","Taguaí (SP)","87.17"
"892","3519600","Ibitinga (SP)","87.08"
"893","2303501","Cascavel (CE)","86.77"
"894","3122900","Dona Euzébia (MG)","86.76"
"895","2601003","Angelim (PE)","86.72"
"896","3537305","Penápolis (SP)","86.71"
"897","4115754","Mauá da Serra (PR)","86.62"
"898","2610509","Passira (PE)","86.61"
"899","3102605","Andradas (MG)","86.39"
"900","4322707","Vera Cruz (RS)","86.27"
"901","3549953","São Lourenço da Serra (SP)","86.17"
"902","2301950","Barreira (CE)","86.12"
"903","2414159","Tenente Laurentino Cruz (RN)","85.93"
"904","3201506","Colatina (ES)","85.85"
"905","2706703","Penedo (AL)","85.19"
"906","2707503","Porto Real do Colégio (AL)","85.15"
"907","3514601","Dumont (SP)","85.04"
"908","3556909","Vista Alegre do Alto (SP)","84.97"
"909","4309407","Guaporé (RS)","84.92"
"910","4203709","Canelinha (SC)","84.90"
"911","5210000","Inhumas (GO)","84.90"
"912","2611101","Petrolina (PE)","84.79"
"913","2901007","Amargosa (BA)","84.61"
"914","4322251","Tupandi (RS)","84.60"
"915","5203559","Bonfinópolis (GO)","84.45"
"916","4101101","Andirá (PR)","84.25"
"917","3500105","Adamantina (SP)","84.19"
"918","2501104","Areia (PB)","84.10"
"919","5208400","Goianápolis (GO)","83.81"
"920","2406155","Jundiá (RN)","83.76"
"921","2300507","Alcântaras (CE)","83.74"
"922","3147907","Passos (MG)","83.66"
"923","3544301","Roseira (SP)","83.42"
"924","3542602","Registro (SP)","83.01"
"925","4322806","Veranópolis (RS)","83.00"
"926","2705408","Monteirópolis (AL)","82.95"
"927","3154705","Ribeirão Vermelho (MG)","82.84"
"928","3143401","Monte Sião (MG)","82.61"
"929","3122504","Dom Cavati (MG)","82.39"
"930","4319000","São Marcos (RS)","82.31"
"931","3526803","Lençóis Paulista (SP)","82.15"
"932","4309605","Horizontina (RS)","82.07"
"933","4219002","Urussanga (SC)","82.05"
"934","4126603","Siqueira Campos (PR)","82.04"
"935","2920601","Maragogipe (BA)","81.94"
"936","2306405","Itapipoca (CE)","81.93"
"937","2806206","Salgado (SE)","81.91"
"938","3545159","Saltinho (SP)","81.82"
"939","2612901","São Benedito do Sul (PE)","81.71"
"940","2702405","Delmiro Gouveia (AL)","81.65"
"941","4300646","Ametista do Sul (RS)","81.64"
"942","2401701","Bom Jesus (RN)","81.55"
"943","3104205","Arcos (MG)","81.23"
"944","3547601","Santa Rosa de Viterbo (SP)","81.13"
"945","2708303","São José da Laje (AL)","81.11"
"946","2803005","Itabaianinha (SE)","81.07"
"947","2500304","Alagoa Grande (PB)","80.92"
"948","3305000","São João da Barra (RJ)","80.84"
"949","2701803","Carneiros (AL)","80.57"
"950","3151305","Piraúba (MG)","80.46"
"951","3300951","Comendador Levy Gasparian (RJ)","80.46"
"952","4206900","Ibirama (SC)","80.38"
"953","4313201","Nova Petrópolis (RS)","80.30"
"954","3123007","Dores de Campos (MG)","80.16"
"955","3169406","Três Pontas (MG)","80.10"
"956","2704203","Limoeiro de Anadia (AL)","80.01"
"957","2307601","Limoeiro do Norte (CE)","80.00"
"958","3556800","Viradouro (SP)","79.98"
"959","4315909","Rodeio Bonito (RS)","79.90"
"960","2910727","Eunápolis (BA)","79.74"
"961","2404408","Grossos (RN)","79.69"
"962","4316758","Santa Clara do Sul (RS)","79.67"
"963","2310100","Palmácia (CE)","79.46"
"964","2101772","Bela Vista do Maranhão (MA)","79.42"
"965","4215703","Santo Amaro da Imperatriz (SC)","79.22"
"966","4211405","Nova Erechim (SC)","79.20"
"967","3530508","Mococa (SP)","79.14"
"968","3149903","Perdões (MG)","79.01"
"969","4208500","Ituporanga (SC)","78.81"
"970","3157252","Santa Bárbara do Leste (MG)","78.75"
"971","3538105","Pindorama (SP)","78.68"
"972","3162559","São João do Manhuaçu (MG)","78.59"
"973","3501301","Álvares Machado (SP)","78.40"
"974","3505500","Barretos (SP)","78.21"
"975","3531209","Monte Alegre do Sul (SP)","78.21"
"976","3539509","Pitangueiras (SP)","78.20"
"977","2403509","Espírito Santo (RN)","78.18"
"978","2600906","Amaraji (PE)","78.05"
"979","2302503","Brejo Santo (CE)","78.04"
"980","3150158","Piedade de Caratinga (MG)","78.00"
"981","2611507","Quipapá (PE)","77.74"
"982","2708501","São Luís do Quitunde (AL)","77.72"
"983","2512721","Pedro Régis (PB)","77.69"
"984","4306767","Eldorado do Sul (RS)","77.63"
"985","2407500","Maxaranguape (RN)","77.61"
"986","4305207","Cerro Largo (RS)","77.59"
"987","5215009","Nova Veneza (GO)","77.49"
"988","2300200","Acaraú (CE)","77.47"
"989","2509396","Maturéia (PB)","77.46"
"990","2313609","Ubajara (CE)","77.34"
"991","2112233","Trizidela do Vale (MA)","77.10"
"992","2707305","Porto Calvo (AL)","76.85"
"993","3164472","São Sebastião do Anta (MG)","76.83"
"994","2615706","Triunfo (PE)","76.78"
"995","2313559","Tururu (CE)","76.57"
"996","3542404","Regente Feijó (SP)","76.52"
"997","4118402","Paranavaí (PR)","76.52"
